0	0
0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0.00343199
0.95	0.25661
1	1.70286
1.05	3.13567
1.1	3.10826
1.15	2.37586
1.2	1.68615
1.25	1.19868
1.3	0.905337
1.35	0.715035
1.4	0.609764
1.45	0.543081
1.5	0.51985
1.55	0.518761
1.6	0.553223
1.65	0.611436
1.7	0.707678
1.75	0.839403
1.8	0.977983
1.85	1.10835
1.9	1.20238
1.95	1.25224
2	1.28504
2.05	1.30419
2.1	1.30097
2.15	1.25637
2.2	1.17699
2.25	1.06703
2.3	0.968362
2.35	0.884896
2.4	0.81879
2.45	0.788498
2.5	0.781656
2.55	0.796351
2.6	0.828547
2.65	0.881824
2.7	0.946627
2.75	1.0153
2.8	1.07573
2.85	1.11632
2.9	1.13682
2.95	1.14071
3	1.12151
3.05	1.10168
3.1	1.07506
3.15	1.04158
3.2	1.01435
3.25	0.981591
3.3	0.953676
3.35	0.928868
3.4	0.91361
3.45	0.905935
3.5	0.913247
3.55	0.92847
3.6	0.949367
3.65	0.981483
3.7	1.00953
3.75	1.03721
3.8	1.05739
3.85	1.06761
3.9	1.069
3.95	1.05941
4	1.04634
4.05	1.02815
4.1	1.01618
4.15	0.998816
4.2	0.981874
4.25	0.97311
4.3	0.964823
4.35	0.961271
4.4	0.958939
4.45	0.96255
4.5	0.969203
4.55	0.981393
4.6	0.993913
4.65	1.00835
4.7	1.0183
4.75	1.02735
4.8	1.03295
4.85	1.03346
4.9	1.03082
4.95	1.02326
5	1.01477
