0	0
0.025	0
0.05	0
0.075	0
0.1	0
0.125	0
0.15	0
0.175	0
0.2	0
0.225	0
0.25	0
0.275	0
0.3	0
0.325	0
0.35	0
0.375	0
0.4	0
0.425	0
0.45	0
0.475	0
0.5	0
0.525	0
0.55	0
0.575	0
0.6	0
0.625	0
0.65	0
0.675	0
0.7	0
0.725	0
0.75	0
0.775	0
0.8	0
0.825	0
0.85	0
0.875	0
0.9	0
0.925	0
0.95	0.000144115
0.975	0.000547643
1	0.00169303
1.025	0.0121552
1.05	0.0501444
1.075	0.122938
1.1	0.261594
1.125	0.471037
1.15	0.720606
1.175	1.00672
1.2	1.28503
1.225	1.54392
1.25	1.7639
1.275	1.96846
1.3	2.09609
1.325	2.16646
1.35	2.20974
1.375	2.23375
1.4	2.1875
1.425	2.11498
1.45	2.02195
1.475	1.91865
1.5	1.76103
1.525	1.6286
1.55	1.47759
1.575	1.34798
1.6	1.2129
1.625	1.07562
1.65	0.963757
1.675	0.875166
1.7	0.784106
1.725	0.709739
1.75	0.637311
1.775	0.58593
1.8	0.558539
1.825	0.523949
1.85	0.501472
1.875	0.498544
1.9	0.499577
1.925	0.504871
1.95	0.515455
1.975	0.535119
2	0.562982
2.025	0.590418
2.05	0.645273
2.075	0.699583
2.1	0.741972
2.125	0.808908
2.15	0.848957
2.175	0.92252
2.2	0.986616
2.225	1.03662
2.25	1.07654
2.275	1.12029
2.3	1.16658
2.325	1.19948
2.35	1.22069
2.375	1.2414
2.4	1.25684
2.425	1.27803
2.45	1.26927
2.475	1.26756
2.5	1.25481
2.525	1.23782
2.55	1.23436
2.575	1.20045
2.6	1.19355
2.625	1.16264
2.65	1.14071
2.675	1.11648
2.7	1.10066
2.725	1.07295
2.75	1.04931
2.775	1.01796
2.8	0.989396
2.825	0.975405
2.85	0.954841
2.875	0.928418
2.9	0.906819
2.925	0.896277
2.95	0.880408
2.975	0.857058
3	0.856589
3.025	0.84602
3.05	0.844549
3.075	0.840522
3.1	0.842606
3.125	0.85214
3.15	0.853192
3.175	0.868522
3.2	0.885085
3.225	0.90618
3.25	0.920494
3.275	0.93758
3.3	0.957528
3.325	0.978968
3.35	0.996503
3.375	1.01699
3.4	1.03399
3.425	1.05251
3.45	1.06703
3.475	1.08176
3.5	1.08419
3.525	1.09654
3.55	1.10207
3.575	1.10333
3.6	1.09967
3.625	1.09822
3.65	1.0893
3.675	1.08512
3.7	1.0874
3.725	1.07274
3.75	1.06293
3.775	1.05613
3.8	1.04845
3.825	1.03628
3.85	1.02356
3.875	1.01704
3.9	1.00752
3.925	0.995554
3.95	0.991526
3.975	0.980938
4	0.966381
4.025	0.968382
4.05	0.956258
4.075	0.951557
4.1	0.950104
4.125	0.944795
4.15	0.94601
4.175	0.942964
4.2	0.944521
4.225	0.948882
4.25	0.942759
4.275	0.948713
4.3	0.95107
4.325	0.960172
4.35	0.963644
4.375	0.971281
4.4	0.973871
4.425	0.988009
4.45	0.990748
4.475	1.00135
4.5	1.00679
4.525	1.00726
4.55	1.01578
4.575	1.02861
4.6	1.02607
4.625	1.03425
4.65	1.03473
4.675	1.03698
4.7	1.03563
4.725	1.03737
4.75	1.04003
4.775	1.03881
4.8	1.03667
4.825	1.03565
4.85	1.03125
4.875	1.02937
4.9	1.02547
4.925	1.01571
4.95	1.01456
4.975	1.01306
5	1.00527
