0	0
0.025	0
0.05	0
0.075	0
0.1	0
0.125	0
0.15	0
0.175	0
0.2	0
0.225	0
0.25	0
0.275	0
0.3	0
0.325	0
0.35	0
0.375	0
0.4	0
0.425	0
0.45	0
0.475	0
0.5	0
0.525	0
0.55	0
0.575	0
0.6	0
0.625	0
0.65	0
0.675	0
0.7	0
0.725	0
0.75	0
0.775	0
0.8	0
0.825	0
0.85	0
0.875	0
0.9	0
0.925	0
0.95	0
0.975	0.000255251
1	0.00169961
1.025	0.00485609
1.05	0.0143318
1.075	0.039989
1.1	0.0774296
1.125	0.151013
1.15	0.232077
1.175	0.350029
1.2	0.470177
1.225	0.631954
1.25	0.782237
1.275	0.955022
1.3	1.07692
1.325	1.22071
1.35	1.31282
1.375	1.40248
1.4	1.49962
1.425	1.56042
1.45	1.63426
1.475	1.65258
1.5	1.65248
1.525	1.66015
1.55	1.63467
1.575	1.61026
1.6	1.61279
1.625	1.53515
1.65	1.49644
1.675	1.41886
1.7	1.3684
1.725	1.31307
1.75	1.26262
1.775	1.21345
1.8	1.15694
1.825	1.10054
1.85	1.05648
1.875	1.03189
1.9	0.982227
1.925	0.952203
1.95	0.925125
1.975	0.90477
2	0.884706
2.025	0.866786
2.05	0.851869
2.075	0.854722
2.1	0.830429
2.125	0.832093
2.15	0.818714
2.175	0.833712
2.2	0.829927
2.225	0.831175
2.25	0.845731
2.275	0.839667
2.3	0.86234
2.325	0.875564
2.35	0.89223
2.375	0.899582
2.4	0.913197
2.425	0.93675
2.45	0.93675
2.475	0.965808
2.5	0.968371
2.525	0.986767
2.55	1.00093
2.575	0.995883
2.6	1.01663
2.625	1.0327
2.65	1.03906
2.675	1.04684
2.7	1.04485
2.725	1.06558
2.75	1.05131
2.775	1.07229
2.8	1.06216
2.825	1.06612
2.85	1.06778
2.875	1.04973
2.9	1.05321
2.925	1.06046
2.95	1.05682
2.975	1.06079
3	1.04611
3.025	1.04423
3.05	1.03256
3.075	1.03311
3.1	1.03401
3.125	1.02275
3.15	1.02165
3.175	1.0128
3.2	1.00631
3.225	0.999732
3.25	0.995858
3.275	0.997422
3.3	0.993471
3.325	0.992834
3.35	0.992568
3.375	0.980184
3.4	0.982292
3.425	0.979832
3.45	0.980662
3.475	0.974942
3.5	0.987442
3.525	0.975922
3.55	0.979807
3.575	0.982175
3.6	0.978966
3.625	0.986024
3.65	0.981646
3.675	0.979987
3.7	0.982654
3.725	0.978498
3.75	0.983104
3.775	0.995
3.8	0.98475
3.825	0.999378
3.85	1.00454
3.875	1.0036
3.9	0.994945
3.925	1.00486
3.95	1.00237
3.975	1.00196
4	1.0103
4.025	1.01528
4.05	1.00907
4.075	1.01096
4.1	1.00708
4.125	1.00403
4.15	1.00802
4.175	1.01443
4.2	1.01285
4.225	1.00767
4.25	1.00745
4.275	1.01301
4.3	1.01036
4.325	1.00657
4.35	1.00384
4.375	1.00371
4.4	1.00044
4.425	1.00326
4.45	1.00137
4.475	1.00545
4.5	1.00006
4.525	1.00315
4.55	1.00036
4.575	1.00028
4.6	0.999741
4.625	1.00937
4.65	0.9978
4.675	0.999239
4.7	1.0039
4.725	1.00128
4.75	0.998765
4.775	0.991327
4.8	1.00171
4.825	0.99314
4.85	0.994734
4.875	0.994286
4.9	0.998199
4.925	1.0024
4.95	1.0009
4.975	1.0005
5	1.00046
