0	0
0.025	0
0.05	0
0.075	0
0.1	0
0.125	0
0.15	0
0.175	0
0.2	0
0.225	0
0.25	0
0.275	0
0.3	0
0.325	0
0.35	0
0.375	0
0.4	0
0.425	0
0.45	0
0.475	0
0.5	0
0.525	0
0.55	0
0.575	0
0.6	0
0.625	0
0.65	0
0.675	0
0.7	0
0.725	0
0.75	0
0.775	0
0.8	0
0.825	0
0.85	0
0.875	0
0.9	0
0.925	0
0.95	0
0.975	0
1	0.00296389
1.025	0.00423417
1.05	0.0107661
1.075	0.0475301
1.1	0.0969736
1.125	0.190213
1.15	0.272055
1.175	0.392159
1.2	0.535298
1.225	0.72123
1.25	0.943632
1.275	1.09614
1.3	1.3467
1.325	1.52698
1.35	1.61222
1.375	1.82533
1.4	1.89303
1.425	1.96745
1.45	2.08757
1.475	2.16356
1.5	2.13115
1.525	2.08426
1.55	2.1718
1.575	2.1594
1.6	2.10173
1.625	2.09924
1.65	2.05417
1.675	1.97082
1.7	1.90074
1.725	1.86204
1.75	1.8497
1.775	1.78501
1.8	1.67691
1.825	1.65679
1.85	1.56925
1.875	1.58382
1.9	1.48204
1.925	1.46266
1.95	1.44299
1.975	1.37461
2	1.33579
2.025	1.31017
2.05	1.27967
2.075	1.275
2.1	1.24126
2.125	1.23667
2.15	1.21929
2.175	1.19983
2.2	1.18529
2.225	1.17078
2.25	1.14565
2.275	1.14484
2.3	1.1242
2.325	1.10807
2.35	1.13237
2.375	1.076
2.4	1.09375
2.425	1.06837
2.45	1.08812
2.475	1.08134
2.5	1.06257
2.525	1.08044
2.55	1.03609
2.575	1.06178
2.6	1.07895
2.625	1.042
2.65	1.04652
2.675	1.0425
2.7	1.06157
2.725	1.06052
2.75	1.03683
2.775	1.00619
2.8	1.03141
2.825	1.04785
2.85	1.04705
2.875	1.03301
2.9	1.02932
2.925	1.0441
2.95	1.02118
2.975	1.02748
3	1.0331
3.025	1.01699
3.05	1.02621
3.075	1.03373
3.1	1.04008
3.125	1.0015
3.15	1.03343
3.175	1.03179
3.2	1.03066
3.225	1.00205
3.25	1.00531
3.275	1.01749
3.3	1.00607
3.325	1.02488
3.35	1.01628
3.375	1.01974
3.4	1.01737
3.425	1.01073
3.45	1.01659
3.475	1.00232
3.5	1.03022
3.525	0.99543
3.55	0.995634
3.575	1.01498
3.6	1.0281
3.625	1.01184
3.65	0.997846
3.675	1.00738
3.7	0.998266
3.725	1.0289
3.75	0.99316
3.775	1.00371
3.8	0.998534
3.825	1.00424
3.85	1.0089
3.875	0.999082
3.9	1.02278
3.925	1.00346
3.95	0.996261
3.975	0.999478
4	0.999141
4.025	1.00629
4.05	1.0187
4.075	0.995549
4.1	1.00899
4.125	0.99382
4.15	1.00209
4.175	1.00246
4.2	1.00387
4.225	1.00619
4.25	1.00914
4.275	0.998725
4.3	1.00621
4.325	1.00305
4.35	0.989747
4.375	0.983472
4.4	1.00607
4.425	1.00132
4.45	0.992959
4.475	1.01233
4.5	1.01778
4.525	0.998039
4.55	0.993919
4.575	1.01567
4.6	0.982628
4.625	0.989017
4.65	1.00528
4.675	0.992508
4.7	0.995893
4.725	0.995767
4.75	0.999742
4.775	0.993372
4.8	0.992983
4.825	1.00489
4.85	0.997149
4.875	1.00122
4.9	0.996219
4.925	0.995193
4.95	1.00247
4.975	1.00844
5	1.0125
